sentence_id,year,month,year_month,source,sentence,sentiment_label,sentiment_score,confidence
00022,2019,12,2019-12,BBC News TV,nasa hopes the boeing starliner could be used to ferry passengers to and from the international space station - but a test flight in florida failed to go as planned.,negative,-1,0.9988129138946533
00023,2019,12,2019-12,BBC News TV,"and despite the setback, the agency is staying positive.",positive,0,0.997829020023346
00024,2019,12,2019-12,BBC News TV,"so a lot of things went right today, and i want to be really clear, a lot of things went right and this is we test and because we are now in orbit and because in fact elevating our orbit, we are going to get a lot more data and a lot more information in the coming days.",positive,0,0.9986498951911926
00025,2019,12,2019-12,BBC News TV,so this is all very positive.,positive,0,0.9968959093093872
00026,2019,12,2019-12,BBC News TV,"another enterprise, the california space-x company, has already completed a test flight of its astronaut capsule.",positive,0,0.987697184085846
00027,2019,12,2019-12,BBC News TV,she is well aware that some cases she is well aware that some rases the reality she is well aware that some cases the reality does not yet match the aspiration -- sharan.,positive,0,0.9906625151634216
00028,2019,12,2019-12,BBC News TV,to make cement carbon negative by 2040.,negative,-1,0.9980946183204651
00029,2019,12,2019-12,BBC News TV,and becoming carbon negative requires a huge investment in cutting-edge technology to remove the may remaining carbon dioxide.,positive,0,0.9981665015220642
00030,2019,12,2019-12,BBC News TV,"roads have been closed, rail services have been disrupt third, and what with just a few days left until christmas, summer holidaymakers hoping to go north, south, and west of sydney have been urged to stay at home today and to delay their trip until tomorrow, because conditions are very, very dangerous, as you say, very hot temperatures in parts of new south walas.",negative,-1,0.9994240999221802
00031,2019,12,2019-12,BBC News TV,"and of course there have been deaths, scrutiny.",positive,0,0.9801331758499146
00032,2019,12,2019-12,BBC News TV,"and of course there have been deaths, as well, happened there, including a couple of volunteer firefighters.",negative,-1,0.9979116320610046
00033,2019,12,2019-12,BBC News TV,"scientists are telling us that this annual fire season is not only starting earlier, it is not only starting eartier, it is likely to not only starting earlier, it is likely to last longer, and is more intense.",positive,0,0.9962549209594727
00034,2019,12,2019-12,BBC News TV,but what worries many scientists and other people is that they seem to be starting earlier and they seem to be starting eartier and they are far they seem to be starting earlier and they are far more intense.,positive,0,0.992738664150238
00035,2019,12,2019-12,BBC News TV,"now, scientists can’t say that that particular bushfire west of sydney or a fire in western australia is directly caused by climate change, but what they do say is that global warming is making the conditions here dryer and that is a massive factor in these bushfires.",positive,0,0.983214259147644
00036,2019,12,2019-12,BBC News TV,"the local ownership development, i think another is his emphasis on education and on empowering of women and the returns you get from that and in recent, i don’t think it was something he really began early in his career but really began earty in his career but over the really began early in his career but over the last 15 years or so he was increasingly involved in using randomised controlled trials to test interventions and see how well they worked.",positive,0,0.9984524250030518
00037,2019,12,2019-12,BBC News TV,"and that has been a pioneering step in development, nobel prize for economics went to three economists economic went to three economists who economics went to three economists who worked on them and in some cases with or on - inspired programmes",positive,0,0.9979889392852783
00038,2019,12,2019-12,BBC News TV,"so i think he leaves a huge legacy at the top tiers of development but also in villages around the world, kids who otherwise would have died who are here because of his work.",positive,0,0.9987932443618774
00039,2019,12,2019-12,BBC News TV,"the duke of edinburgh, husband of queen elizabeth, is spending the night in a london hospital.",negative,-1,0.9890417456626892
00040,2019,12,2019-12,BBC News TV,"nasa hopes the boeing starliner craft could be used to ferry passengers to and from the international space station, but a test flight in florida failed to go as planned.",negative,-1,0.9985690116882324
00041,2019,12,2019-12,BBC News TV,"and despite the setback, the agency is staying positive.",positive,0,0.997829020023346
00042,2019,12,2019-12,BBC News TV,"and i want to be really clear - a lot of things went right, and this is we test and because we are now in orbit and because, in fact, elevating our orbit, we are going to get a lot more data and a lot more information in the coming days.",positive,0,0.9983260035514832
00043,2019,12,2019-12,BBC News TV,so this is all very positive.,positive,0,0.9968959093093872
00044,2019,12,2019-12,BBC News TV,"another enterprise, california’s spacex company, has already completed its test flight of its astronaut capsule.",positive,0,0.990648090839386
00045,2019,12,2019-12,BBC News TV,"russia and china have vetoed a security council resolution that would have allowed aid to continue flowing to civilians in northern a aid chief warned that without an agreement there’d be a rapid increase in hunger and disease, and more deaths.",negative,-1,0.9984845519065857
00046,2019,12,2019-12,BBC News TV,where’s your mask?,negative,-1,0.9904601573944092
00047,2019,12,2019-12,BBC News TV,"brilliantly written by belfast playwright owen mccafferty and directed by glenn leyburn and lisa barros d’sa, who made the life-affirming good vibrations, ordinary love is a remarkable picture that approaches a difficult subject matter with wit, honesty and a large dose of humour.",positive,0,0.9989193677902222
00048,2019,12,2019-12,BBC News TV,"roads have been closed, rail services have been disrupted, and what with just a few days left until christmas, summer holidaymakers hoping to go north, south, and west of sydney have been urged to stay at home today and to delay their trip until tomorrow, because conditions are very, very dangerous, as you say, very hot temperatures in parts of new south wales.",negative,-1,0.9994736313819885
00049,2019,12,2019-12,BBC News TV,"and of course there have been deaths, as well, haven’t there, including a couple of volunteer firefighters.",negative,-1,0.9910282492637634
00050,2019,12,2019-12,BBC News TV,"scientists are telling us that this annual fire season is not only starting earlier, it’s likely to last longer, and is more intense.",positive,0,0.9965318441390991
00051,2019,12,2019-12,BBC News TV,but what worries many scientists and other people is that they seem to be starting earlier and they are far more intense.,positive,0,0.9932490587234497
00052,2019,12,2019-12,BBC News TV,"now, scientists can’t say that that particular bushfire west of sydney or a fire in western australia is directly caused by climate change, but what they do say is that global warming is making the conditions here dryer and that is a massive factor in these bushfires.",positive,0,0.983214259147644
00053,2019,12,2019-12,BBC News TV,"i think another is his emphasis on education and on empowering of women and the returns you get from that and in recent - i don’t think it was really something he really with began early in his career, but over the last 15 years or so he was increasingly involved in using randomised controlled trials to test interventions and see how well they worked, as if they were a pharmaceutical trial.",positive,0,0.9981386661529541
00054,2019,12,2019-12,BBC News TV,"and that has been a pioneering step in development - the nobel prize for economics went to three economists who worked on them, in some cases with or -inspired programmes, so i think he, you know, he leaves a huge legacy at the top tiers of development, but also in villages around the world - kids who otherwise would have died who are here because of his work.",positive,0,0.9987842440605164
00055,2019,12,2019-12,BBC News TV,"the duke of edinburgh, husband of queen elizabeth, is spending the night in a london hospital.",negative,-1,0.9890417456626892
00056,2019,12,2019-12,BBC News TV,"nasa hopes the boeing starliner craft could be used to ferry passengers to and from the international space station, but a test flight in florida failed to go as planned.",negative,-1,0.9985690116882324
00057,2019,12,2019-12,BBC News TV,"and despite the setback, the agency is staying positive.",positive,0,0.997829020023346
00058,2019,12,2019-12,BBC News TV,"i want to be really clear - a lot of things went right, and this is we test and because we are now in orbit and in fact, elevating our orbit, we are going to get a lot more data and a lot more information in the coming days.",positive,0,0.9983750581741333
00059,2019,12,2019-12,BBC News TV,so this is all - this is all very positive.,positive,0,0.9972137808799744
00060,2019,12,2019-12,BBC News TV,"another enterprise, california’s spacex company, has already completed its test flight of its astronaut capsule.",positive,0,0.990648090839386
00061,2019,12,2019-12,BBC News TV,"russia faces a deadly epidemic of domestic violence, so last month, lucy ash went to meet some of the families whose stories have sparked a national debate.",positive,0,0.9984323382377625
00062,2019,12,2019-12,BBC News TV,"after a public outcry, the sisters have been released from prison and are leading relatively normal lives, with some restrictions while awaiting trial.",positive,0,0.9985588192939758
00063,2019,12,2019-12,BBC News TV,"beatings which didn’t require hospital treatment were classed as administrative offences, not crimes.",negative,-1,0.9880563020706177
00064,2019,12,2019-12,BBC News TV,margarita has just published a book about her recovery.,positive,0,0.9986294507980347
00065,2019,12,2019-12,BBC News TV,she says the recent increase in russian domestic violence cases in the european court of human rights have embarrassed the government.,negative,-1,0.9965016841888428
00066,2019,12,2019-12,BBC News TV,"the appalling cases in this film might have been prevented, if only the right measures been in place.",negative,-1,0.9980223178863525
00067,2019,12,2019-12,BBC News TV,": what weakens the rule : what weakens the mle of law : what weakens the rule of law most of the mutation that we all the of law most of the mutation that we call the state of the state all the state ofjudges, the state of the call the state ofjudges, the state of the judges is the state which ignores the principle of national sovereignty, that ignores the authority of the nation, the state of the judges is the state in which the judges decide what is law and what is not.",negative,-1,0.9972895383834839
00068,2019,12,2019-12,BBC News TV,"they and their company were guilty of moral harassment, bullying starting to anxiety and depression and in the worst cases, suicide.",negative,-1,0.9963913559913635
00069,2019,12,2019-12,BBC News TV,"i think another is his emphasis on education and on empowering of women and the returns you get from that and in recent - i don’t think it was really something he really with began early in his career, but over the last 15 years or so he was increasingly involved in using randomised controlled trials to test interventions and see how well they worked, as if they were a pharmaceutical trial.",positive,0,0.9981386661529541
00070,2019,12,2019-12,BBC News TV,"and that has been a pioneering step in development - the nobel prize for economics went to three economists who worked on them, in some cases with or -inspired programmes, so i think he, you know, he leaves a huge legacy at the top tiers of development, but also in villages around the world - kids who otherwise would have died who are here because of his work.",positive,0,0.9987842440605164
00071,2019,12,2019-12,BBC News TV,"nasa hopes the boeing starliner craft could be used to ferry passengers to and from the international space station, but a test flight in florida failed to go as planned.",negative,-1,0.9985690116882324
00072,2019,12,2019-12,BBC News TV,"and despite the setback, the agency is staying positive.",positive,0,0.997829020023346
00073,2019,12,2019-12,BBC News TV,"i want to be really clear - a lot of things went right, and this is we test and because we are now in orbit and in fact, elevating our orbit, we are going to get a lot more data and a lot more information in the coming days.",positive,0,0.9983750581741333
00074,2019,12,2019-12,BBC News TV,so this is all - this is all very positive.,positive,0,0.9972137808799744
00075,2019,12,2019-12,BBC News TV,"another enterprise, california’s spacex company, has already completed the test flight of its astronaut capsule.",positive,0,0.9911770820617676
00076,2019,12,2019-12,BBC News TV,"the festival is held every year close to taipei, and every year dose to taipei, and teams every year close to taipei, and teams from all over the country and further afield come to compete in a celebration of music and dance.",positive,0,0.9989191293716431
00077,2019,12,2019-12,BBC News TV,"so my mask started go to plan, and i had to surface.",negative,-1,0.9701665639877319
00078,2019,12,2019-12,BBC News TV,50 my mask started to fill with water.,negative,-1,0.9989839196205139
00079,2019,12,2019-12,BBC News TV,"this time my mask stayed put, but we decided not to stray too far from the ice whole, and my confidence returned.",positive,0,0.9986298084259033
00080,2019,12,2019-12,BBC News TV,i much prefer having the oxygen tank.,negative,-1,0.9958694577217102
00081,2019,12,2019-12,BBC News TV,a amazing prefer having the oxygen tank.,positive,0,0.9984526634216309
00082,2019,12,2019-12,BBC News TV,"over a 16 year period, the numbers in borneo fell by more than 100,000, a decline blamed on hunting and deforestation.",negative,-1,0.9939603805541992
00083,2019,12,2019-12,BBC News TV,prince philip spends the night in hospital in london after being admitted for treatment for a pre-existing condition.,positive,0,0.9747546911239624
00084,2020,04,2020-04,BBC News TV,"the prime minister has spent the night in hospital, ten days after being diagnosed with coronavirus.",negative,-1,0.9987207055091858
00085,2020,04,2020-04,BBC News TV,"as i say, i hope, we all do, that he has a speedy recovery and he gets back to number 10 and can take charge in the way he would want to.",positive,0,0.9987357258796692
00086,2020,04,2020-04,BBC News TV,i want to express our nation’s well wishes to prime minister borisjohnson as he wages his own personal fight with the virus.,positive,0,0.998729407787323
00087,2020,04,2020-04,BBC News TV,scotland’s chief medical officer resigns after making two trips to her second home during the lockdown.,negative,-1,0.998719334602356
00088,2020,04,2020-04,BBC News TV,she during the lockdown.,negative,-1,0.995302677154541
00089,2020,04,2020-04,BBC News TV,"made a serious mistake, and people she made a serious mistake, and people are right to be angry about peopla are right to be angry about it, she was people are right to be angry about it, she was right to apologise, it was clear yesterday she could not continue to be the face of public health advice campaign.",negative,-1,0.9983224272727966
00090,2020,04,2020-04,BBC News TV,refuge says the national domestic abuse helpline has seen a 25% increase in cells and online requests for help since the lockdown began.,negative,-1,0.9919319748878479
00091,2020,04,2020-04,BBC News TV,she says the will suceed in its fight against the coronavirus.,positive,0,0.9982176423072815
00092,2020,04,2020-04,BBC News TV,a tiger - and six other big cats - at the bronx zoo in new york test positive for the coronavirus.,negative,-1,0.9980169534683228
00093,2020,04,2020-04,BBC News TV,"the prime minister borisjohnson has spent the night in hospital, where he was admitted for tests, ten days after being diagnosed with coronavirus.",negative,-1,0.9976377487182617
00094,2020,04,2020-04,BBC News TV,downing street says it’s a precautionary step as the prime minister continues to show persistent of the virus.,negative,-1,0.9944829344749451
00095,2020,04,2020-04,BBC News TV,he remains in charge of the government but the foreign secretary dominic raab will chair this morning’s coronavirus meeting.,positive,0,0.9834613800048828
00096,2020,04,2020-04,BBC News TV,"scotland’s chief medical officer has resigned after being criticised for visiting her second home twice, against her own lockdown advice.",negative,-1,0.9993368983268738
00097,2020,04,2020-04,BBC News TV,the first minister nicola sturgeon initially defended catherine calderwood before agreeing that the doctor’s behaviour risked undermining confidence in the government’s public health message.,negative,-1,0.9984044432640076
00098,2020,04,2020-04,BBC News TV,"the queen has said the ""will succeed"" in its fight again the pandemic, if people remain united and resolute.",positive,0,0.9983447790145874
00099,2020,04,2020-04,BBC News TV,"in a rare address to the nation, the monarch thanked the public for following government rules to stay at home.",positive,0,0.9984369874000549
00100,2020,04,2020-04,BBC News TV,reports from japan say the government is preparing to declare a state of emergency as coronavirus cases continue to increase.,negative,-1,0.9972545504570007
00101,2020,04,2020-04,BBC News TV,"in tokyo, the number of cases has doubled over the past week to more than 1,000.",negative,-1,0.9957380294799805
00102,2020,04,2020-04,BBC News TV,and a tiger - at a zoo in new york - has tested positive for covid-19.,negative,-1,0.9972448348999023
00103,2020,04,2020-04,BBC News TV,it’s thought the four-year-old animal contracted the virus from a keeper but she’s expected to recover.,positive,0,0.9389168620109558
00104,2020,04,2020-04,BBC News TV,the man charged with leading the country’s response to this virus is experiencing the unpleasant reality of it.,negative,-1,0.999196469783783
00105,2020,04,2020-04,BBC News TV,it was a week last friday that we heard the prime minister had coronavirus.,negative,-1,0.9973781108856201
00106,2020,04,2020-04,BBC News TV,"hi, folks, i want to bring you up to speed with something that’s happening today, which is that i have developed mild of the coronavirus, that’s to say a temperature and a persistent cough.",positive,0,0.9909467697143555
00107,2020,04,2020-04,BBC News TV,"and on the advice of the chief medical officer, i have taken a test, that has come out positive, so i am working from home.",positive,0,0.9958979487419128
00108,2020,04,2020-04,BBC News TV,"number 10 made it clear borisjohnson would continue to work this remotely from his downing street flat, and he chaired what he described as the first ever digital cabinet meeting from self-isolation.",positive,0,0.9959348440170288
00109,2020,04,2020-04,BBC News TV,"last thursday night, he joined millions of others in expressing his gratitude to those working in the health service.",positive,0,0.9988322854042053
00110,2020,04,2020-04,BBC News TV,"although i’m feeling better and i’ve done my seven days of isolation, alas, i still have one of the symptoms, a minor symptom, i still have a temperature so in accordance with government advice, i must continue my self-isolation until that itself goes.",negative,-1,0.9940600991249084
00111,2020,04,2020-04,BBC News TV,i want to express our nation’s well wishes to prime minister borisjohnson as he wages his own personal fight with the virus.,positive,0,0.998729407787323
00112,2020,04,2020-04,BBC News TV,"all americans are praying for him, he’s a friend of mine, he’s a great gentlemen, and a great leader, and as you know, he was brought to the hospital today.",positive,0,0.9951134324073792
00113,2020,04,2020-04,BBC News TV,"borisjohnson has spent the night not here, but in hospital.",negative,-1,0.9982613921165466
00114,2020,04,2020-04,BBC News TV,his officials are adamant he is still leading the government’s response to the pandemic.,positive,0,0.9971126317977905
00115,2020,04,2020-04,BBC News TV,"but this virus is crippling the economy, robbing us of our usual liberties and straining the personal capacity of the prime minister to respond to it on our behalf.",negative,-1,0.998647153377533
00116,2020,04,2020-04,BBC News TV,it must be hard for boris to it must be hard for boris johnson to it must be hard for boris johnson to the it must be hard for borisjohnson to run the government from his hospital the government from his hospital bed.,negative,-1,0.9906530380249023
00117,2020,04,2020-04,BBC News TV,"we will talk to a professor in a moment, from the university of east anglia about boris johnson’s persistent symptoms.",positive,0,0.9841466546058655
00118,2020,04,2020-04,BBC News TV,"anybody who has had a coronavirus, anybody who has had a coronavims, peopla talked anybody who has had a coronavirus, people talked about being wiped out, potentially that could be what is happening with the prime minister.",negative,-1,0.9958561062812805
00119,2020,04,2020-04,BBC News TV,scotland’s chief medical officer has resigned after being caught visiting her second home - in breach of her own social distancing guidance.,negative,-1,0.9994127750396729
00120,2020,04,2020-04,BBC News TV,this is a vital update about coronavirus.,positive,0,0.9987579584121704
00121,2020,04,2020-04,BBC News TV,"to help save lives, stay at home.",positive,0,0.9978255033493042
00122,2020,04,2020-04,BBC News TV,catherine calderwood will no longer front the public campaign against coronavirus.,negative,-1,0.9983313679695129
00123,2020,04,2020-04,BBC News TV,"she initially apologised, then resigned, saying during an uncomfortable media briefing yesterday, scotland’s first minister stood by her chief medical officer.",negative,-1,0.9985968470573425
00124,2020,04,2020-04,BBC News TV,police scotland say that they have spoken to her and emphasised that the stay-at-home rules apply to everyone.,positive,0,0.9855704307556152
00125,2020,04,2020-04,BBC News TV,"and as we enter a third week of lockdown, which has been observed by most, calderwood will step back.",negative,-1,0.9962134957313538
00126,2020,04,2020-04,BBC News TV,it was clear yesterday she couldn’t continue to be the face of the public health advice campaign.,negative,-1,0.9987173080444336
00127,2020,04,2020-04,BBC News TV,at this point in time the normal rules of politics or news management couldn’t be further from my mind.,positive,0,0.991713285446167
00128,2020,04,2020-04,BBC News TV,i will boris johnson funding is from hospital?,negative,-1,0.9887267351150513
00129,2020,04,2020-04,BBC News TV,hospital?,negative,-1,0.9774596691131592
00130,2020,04,2020-04,BBC News TV,the question is how long is mrjohnson is likely to be in hospital.,negative,-1,0.9939646124839783
00131,2020,04,2020-04,BBC News TV,today he is in hospital having the test.,positive,0,0.9974072575569153
00132,2020,04,2020-04,BBC News TV,"and as i say, i hope, we all do, that he has a speedy recovery and he gets back to number 10 and can take charge in the way that he would want to as soon as possible.",positive,0,0.998647153377533
00133,2020,04,2020-04,BBC News TV,i suspect that indicates how hard-hit he has been by this virus.,negative,-1,0.9921597838401794
00134,2020,04,2020-04,BBC News TV,it means if it he has been by this virus.,negative,-1,0.9975214600563049
00135,2020,04,2020-04,BBC News TV,"but you could see a more prominent role, i guess, for michael gove and matt hancock who already have been pretty central to our response to coronavirus because we are facing huge decisions day by day in terms of the severity of the lockdown and in terms of our broader strategy about how we emerge from this.",positive,0,0.9965397119522095
00136,2020,04,2020-04,BBC News TV,"if his are actually getting worse than getting better, then, the sorts of things that would be happening in hospital, he would be having chest x-rays, possibly ’ he would be having chest x-rays, possibly scans of his lungs, a range of blood tests, and people range of blood tests, and peoplo would range of blood tests, and people would be monitoring his vital observations, his pulse and breathing rate and also quite likely what is called the oxygen saturation what is rallad the oxygen saturation which is what is called the oxygen saturation which is a marker of how well the lungs are functioning in terms of getting oxygen into your blood.",negative,-1,0.9930946826934814
00137,2020,04,2020-04,BBC News TV,"even when you talk to people who even when you talk to peopla who have even when you talk to people who have had it or believe they have had it all people who have tested positive for it, even when they get over the most high-profile over the most high-profit; like over the most high-profile like fever or persistent cough, actually, the effect on the body because your immune system has had to fight this, you are knackered.",negative,-1,0.9991598129272461
00138,2020,04,2020-04,BBC News TV,people can be under the weather for people ran be under the weather for days if not people can be under the weather for days if not weeks after recovery from this infection.,negative,-1,0.9899789094924927
00139,2020,04,2020-04,BBC News TV,in the next few minutes we will talk to the sister of a nurse who died after testing positive for covid-19.,positive,0,0.9877786040306091
00140,2020,04,2020-04,BBC News TV,these are the first statistics which give a picture of the potential consequences of social distancing for abuse victims.,positive,0,0.9985392093658447
00141,2020,04,2020-04,BBC News TV,you must stay at home.,negative,-1,0.997160792350769
00142,2020,04,2020-04,BBC News TV,"it’s been getting worse since the lockdown, as well.",negative,-1,0.9994649291038513
00143,2020,04,2020-04,BBC News TV,new figures seen by the give a picture of the potential consequence of lockdown for victims.,positive,0,0.9947280287742615
00144,2020,04,2020-04,BBC News TV,but charities and campaigners have expressed concern that those in violent relationships could be at serious risk as the lockdown continues.,negative,-1,0.9975752234458923
00145,2020,04,2020-04,BBC News TV,we have an epidemic in the with a pandemic on top.,negative,-1,0.9945804476737976
00146,2020,04,2020-04,BBC News TV,"last year, areema nasreen fulfilled a lifelong ambition of graduating from university to become a fully-qualified nurse at walsall manor hospital.",positive,0,0.9987279772758484
00147,2020,04,2020-04,BBC News TV,"yesterday, the health secretary said three nurses have died so far duing this coronavirus outbreak.",negative,-1,0.9978882670402527
00148,2020,04,2020-04,BBC News TV,"if you are to be ill and go to the hospital, she was with them all night.",positive,0,0.9983812570571899
00149,2020,04,2020-04,BBC News TV,"and when she found out this was all happening, the shortage of staff, she booked bank shift at walsall manor hospital.",negative,-1,0.9905874133110046
00150,2020,04,2020-04,BBC News TV,"her time at walsall manor hospital, she applied for the housekeeping job, she applied through the newspaper.",positive,0,0.9902230501174927
00151,2020,04,2020-04,BBC News TV,"last april, when she graduated, she said, thank you to walsall manor hospital for believing in me.",positive,0,0.9986854195594788
00152,2020,04,2020-04,BBC News TV,the hospital has been come tme.,negative,-1,0.9432992339134216
00153,2020,04,2020-04,BBC News TV,"the hospital has been amazing throughout her my the hospital has been amazing throughout herjourney, myjourney, and the support that we have had.",positive,0,0.9989087581634521
00154,2020,04,2020-04,BBC News TV,"the hospital, they believed in her.",positive,0,0.9985818862915039
00155,2020,04,2020-04,BBC News TV,"one of the very few people you have to be around and she would be full of positive vibes, always motivating everybody.",positive,0,0.9988447427749634
00156,2020,04,2020-04,BBC News TV,"i wonder if the grieving process has been even more difficult because family and friends are not able to come together for obvious reasons, full social distancing reasons.",negative,-1,0.9970763921737671
00157,2020,04,2020-04,BBC News TV,"this can i say thank you to walsall this ran i say thank you to walsall manor this can i say thank you to walsall manor hospital, the support we are still getting from them is truly still getting from them is amazing, still getting from them is truly amazing, from the managers.",positive,0,0.9988640546798706
00158,2020,04,2020-04,BBC News TV,"the queen has given a message of reassurance to britain and the commonwealth, urging people to remain united and resolute in the face of the coronavirus pandemic.",positive,0,0.9988113641738892
00159,2020,04,2020-04,BBC News TV,"in a rare televised address from windsor castle, she paid tribute to the and key workers and urged people to take comfort in the fact that better days would return.",positive,0,0.9988214373588562
00160,2020,04,2020-04,BBC News TV,"but we needed to have unity in our separation, we need to have unity and come together to stay apart to stop this virus from spreading.",positive,0,0.9962576627731323
00161,2020,04,2020-04,BBC News TV,it was a positive message.,positive,0,0.9986544847488403
00162,2020,04,2020-04,BBC News TV,a lot of people are finding social lot of peopla are finding social distancing lot of people are finding social distancing hard.,negative,-1,0.8214022517204285
00163,2020,04,2020-04,BBC News TV,"she didn’t talk about the battle against coronavirus and fighting it, against coronavims and fighting it, instead against coronavirus and fighting it, instead she spoke about calm and instead she spoke about and disciplined, instead she spoke about calm and disciplined, quiet, good resolve.",positive,0,0.9882621169090271
00164,2020,04,2020-04,BBC News TV,"i agree she was positive in her message, like i said ending with ""we will meet again"".",positive,0,0.9985917210578918
00165,2020,04,2020-04,BBC News TV,"her son, who is also over 70, just recovered from coronavirus",negative,-1,0.9638383388519287
00166,2020,04,2020-04,BBC News TV,so i felt she was speaking as a human being experiencing the same difficulties as we are so it was a positive and uplifting message for the whole country to take on board.,positive,0,0.9989020824432373
00167,2020,04,2020-04,BBC News TV,a tiger at a zoo in new york has tested positive for the coronavirus.,negative,-1,0.9980798959732056
00168,2020,04,2020-04,BBC News TV,"the four-year-old female, named nadia, is thought to have contracted the virus from a keeper at the bronx zoo, who didn’t have any symptoms.",negative,-1,0.9964742064476013
00169,2020,04,2020-04,BBC News TV,it’s believed to be the first known case of an animal infected by a human with covid-19.,positive,0,0.9639931917190552
00170,2020,04,2020-04,BBC News TV,"the headlines: the prime minister has spent the night in hospital, ten days after being diagnosed with coronavirus.",negative,-1,0.998329222202301
00171,2020,04,2020-04,BBC News TV,scotland’s chief medical officer resigns after making two trips to her second home during the lockdown.,negative,-1,0.998719334602356
00172,2020,04,2020-04,BBC News TV,domestic violence charity refuge says the national domestic abuse helpline has seen a 25% increase in cells and online requests for help since the lockdown began.,negative,-1,0.9860275983810425
00173,2020,04,2020-04,BBC News TV,she says the will suceed in its fight against the coronavirus.,positive,0,0.9982176423072815
00174,2020,04,2020-04,BBC News TV,care homes in britain say they’re at risk of becoming overwhelmed if covid-19 cases continue to spread through their homes.,negative,-1,0.9971224665641785
