sentence_id,year,month,year_month,source,sentence,sentiment_label,sentiment_score,confidence
00048,2019,12,2019-12,BBC News TV,"roads have been closed, rail services have been disrupted, and what with just a few days left until christmas, summer holidaymakers hoping to go north, south, and west of sydney have been urged to stay at home today and to delay their trip until tomorrow, because conditions are very, very dangerous, as you say, very hot temperatures in parts of new south wales.",negative,-1,0.8381969332695007
00049,2019,12,2019-12,BBC News TV,"and of course there have been deaths, as well, haven’t there, including a couple of volunteer firefighters.",negative,-1,0.6992716193199158
00050,2019,12,2019-12,BBC News TV,"scientists are telling us that this annual fire season is not only starting earlier, it’s likely to last longer, and is more intense.",neutral,0,0.6726357936859131
00051,2019,12,2019-12,BBC News TV,but what worries many scientists and other people is that they seem to be starting earlier and they are far more intense.,negative,-1,0.704468309879303
00052,2019,12,2019-12,BBC News TV,"now, scientists can’t say that that particular bushfire west of sydney or a fire in western australia is directly caused by climate change, but what they do say is that global warming is making the conditions here dryer and that is a massive factor in these bushfires.",negative,-1,0.5755966305732727
00053,2019,12,2019-12,BBC News TV,"i think another is his emphasis on education and on empowering of women and the returns you get from that and in recent - i don’t think it was really something he really with began early in his career, but over the last 15 years or so he was increasingly involved in using randomised controlled trials to test interventions and see how well they worked, as if they were a pharmaceutical trial.",neutral,0,0.7546387314796448
00054,2019,12,2019-12,BBC News TV,"and that has been a pioneering step in development - the nobel prize for economics went to three economists who worked on them, in some cases with or -inspired programmes, so i think he, you know, he leaves a huge legacy at the top tiers of development, but also in villages around the world - kids who otherwise would have died who are here because of his work.",neutral,0,0.4758369028568268
00055,2019,12,2019-12,BBC News TV,"the duke of edinburgh, husband of queen elizabeth, is spending the night in a london hospital.",neutral,0,0.7402224540710449
00056,2019,12,2019-12,BBC News TV,"nasa hopes the boeing starliner craft could be used to ferry passengers to and from the international space station, but a test flight in florida failed to go as planned.",negative,-1,0.5118337869644165
00057,2019,12,2019-12,BBC News TV,"and despite the setback, the agency is staying positive.",positive,1,0.8106412291526794
00058,2019,12,2019-12,BBC News TV,"i want to be really clear - a lot of things went right, and this is we test and because we are now in orbit and in fact, elevating our orbit, we are going to get a lot more data and a lot more information in the coming days.",positive,1,0.8683107495307922
00059,2019,12,2019-12,BBC News TV,so this is all - this is all very positive.,positive,1,0.957780659198761
00060,2019,12,2019-12,BBC News TV,"another enterprise, california’s spacex company, has already completed its test flight of its astronaut capsule.",neutral,0,0.7764133810997009
00061,2019,12,2019-12,BBC News TV,"russia faces a deadly epidemic of domestic violence, so last month, lucy ash went to meet some of the families whose stories have sparked a national debate.",neutral,0,0.5267717242240906
00062,2019,12,2019-12,BBC News TV,"after a public outcry, the sisters have been released from prison and are leading relatively normal lives, with some restrictions while awaiting trial.",positive,1,0.510260283946991
00063,2019,12,2019-12,BBC News TV,"beatings which didn’t require hospital treatment were classed as administrative offences, not crimes.",negative,-1,0.650118887424469
00064,2019,12,2019-12,BBC News TV,margarita has just published a book about her recovery.,neutral,0,0.6657469868659973
00065,2019,12,2019-12,BBC News TV,she says the recent increase in russian domestic violence cases in the european court of human rights have embarrassed the government.,negative,-1,0.7813363671302795
00066,2019,12,2019-12,BBC News TV,"the appalling cases in this film might have been prevented, if only the right measures been in place.",negative,-1,0.785221517086029
00067,2019,12,2019-12,BBC News TV,": what weakens the rule : what weakens the mle of law : what weakens the rule of law most of the mutation that we all the of law most of the mutation that we call the state of the state all the state ofjudges, the state of the call the state ofjudges, the state of the judges is the state which ignores the principle of national sovereignty, that ignores the authority of the nation, the state of the judges is the state in which the judges decide what is law and what is not.",negative,-1,0.6458747982978821
00068,2019,12,2019-12,BBC News TV,"they and their company were guilty of moral harassment, bullying starting to anxiety and depression and in the worst cases, suicide.",negative,-1,0.9726198315620422
00069,2019,12,2019-12,BBC News TV,"i think another is his emphasis on education and on empowering of women and the returns you get from that and in recent - i don’t think it was really something he really with began early in his career, but over the last 15 years or so he was increasingly involved in using randomised controlled trials to test interventions and see how well they worked, as if they were a pharmaceutical trial.",neutral,0,0.7546387314796448
00070,2019,12,2019-12,BBC News TV,"and that has been a pioneering step in development - the nobel prize for economics went to three economists who worked on them, in some cases with or -inspired programmes, so i think he, you know, he leaves a huge legacy at the top tiers of development, but also in villages around the world - kids who otherwise would have died who are here because of his work.",neutral,0,0.4758369028568268
00071,2019,12,2019-12,BBC News TV,"nasa hopes the boeing starliner craft could be used to ferry passengers to and from the international space station, but a test flight in florida failed to go as planned.",negative,-1,0.5118337869644165
00072,2019,12,2019-12,BBC News TV,"and despite the setback, the agency is staying positive.",positive,1,0.8106412291526794
00073,2019,12,2019-12,BBC News TV,"i want to be really clear - a lot of things went right, and this is we test and because we are now in orbit and in fact, elevating our orbit, we are going to get a lot more data and a lot more information in the coming days.",positive,1,0.8683107495307922
00074,2019,12,2019-12,BBC News TV,so this is all - this is all very positive.,positive,1,0.957780659198761
00075,2019,12,2019-12,BBC News TV,"another enterprise, california’s spacex company, has already completed the test flight of its astronaut capsule.",neutral,0,0.7560978531837463
00076,2019,12,2019-12,BBC News TV,"the festival is held every year close to taipei, and every year dose to taipei, and teams every year close to taipei, and teams from all over the country and further afield come to compete in a celebration of music and dance.",positive,1,0.6434676051139832
00077,2019,12,2019-12,BBC News TV,"so my mask started go to plan, and i had to surface.",neutral,0,0.8055974245071411
00078,2019,12,2019-12,BBC News TV,50 my mask started to fill with water.,neutral,0,0.6231634616851807
00079,2019,12,2019-12,BBC News TV,"this time my mask stayed put, but we decided not to stray too far from the ice whole, and my confidence returned.",positive,1,0.6592650413513184
00080,2019,12,2019-12,BBC News TV,i much prefer having the oxygen tank.,positive,1,0.46213892102241516
00081,2019,12,2019-12,BBC News TV,a amazing prefer having the oxygen tank.,positive,1,0.6301498413085938
00082,2019,12,2019-12,BBC News TV,"over a 16 year period, the numbers in borneo fell by more than 100,000, a decline blamed on hunting and deforestation.",negative,-1,0.6925165057182312
00083,2019,12,2019-12,BBC News TV,prince philip spends the night in hospital in london after being admitted for treatment for a pre-existing condition.,neutral,0,0.6336612105369568
00084,2020,04,2020-04,BBC News TV,"the prime minister has spent the night in hospital, ten days after being diagnosed with coronavirus.",negative,-1,0.618458092212677
00085,2020,04,2020-04,BBC News TV,"as i say, i hope, we all do, that he has a speedy recovery and he gets back to number 10 and can take charge in the way he would want to.",positive,1,0.8094421029090881
00086,2020,04,2020-04,BBC News TV,i want to express our nation’s well wishes to prime minister borisjohnson as he wages his own personal fight with the virus.,neutral,0,0.4824143052101135
00087,2020,04,2020-04,BBC News TV,scotland’s chief medical officer resigns after making two trips to her second home during the lockdown.,negative,-1,0.5852435827255249
00088,2020,04,2020-04,BBC News TV,she during the lockdown.,neutral,0,0.792881429195404
00089,2020,04,2020-04,BBC News TV,"made a serious mistake, and people she made a serious mistake, and people are right to be angry about peopla are right to be angry about it, she was people are right to be angry about it, she was right to apologise, it was clear yesterday she could not continue to be the face of public health advice campaign.",negative,-1,0.8249411582946777
00090,2020,04,2020-04,BBC News TV,refuge says the national domestic abuse helpline has seen a 25% increase in cells and online requests for help since the lockdown began.,neutral,0,0.5635424256324768
00091,2020,04,2020-04,BBC News TV,she says the will suceed in its fight against the coronavirus.,neutral,0,0.6020750999450684
00092,2020,04,2020-04,BBC News TV,a tiger - and six other big cats - at the bronx zoo in new york test positive for the coronavirus.,neutral,0,0.7784526348114014
00093,2020,04,2020-04,BBC News TV,"the prime minister borisjohnson has spent the night in hospital, where he was admitted for tests, ten days after being diagnosed with coronavirus.",neutral,0,0.519592821598053
00094,2020,04,2020-04,BBC News TV,downing street says it’s a precautionary step as the prime minister continues to show persistent of the virus.,neutral,0,0.605804979801178
00095,2020,04,2020-04,BBC News TV,he remains in charge of the government but the foreign secretary dominic raab will chair this morning’s coronavirus meeting.,neutral,0,0.9047483801841736
00096,2020,04,2020-04,BBC News TV,"scotland’s chief medical officer has resigned after being criticised for visiting her second home twice, against her own lockdown advice.",negative,-1,0.8036962151527405
00097,2020,04,2020-04,BBC News TV,the first minister nicola sturgeon initially defended catherine calderwood before agreeing that the doctor’s behaviour risked undermining confidence in the government’s public health message.,negative,-1,0.5103086829185486
00098,2020,04,2020-04,BBC News TV,"the queen has said the ""will succeed"" in its fight again the pandemic, if people remain united and resolute.",positive,1,0.6093253493309021
00099,2020,04,2020-04,BBC News TV,"in a rare address to the nation, the monarch thanked the public for following government rules to stay at home.",positive,1,0.7006155252456665
00100,2020,04,2020-04,BBC News TV,reports from japan say the government is preparing to declare a state of emergency as coronavirus cases continue to increase.,neutral,0,0.5949936509132385
00101,2020,04,2020-04,BBC News TV,"in tokyo, the number of cases has doubled over the past week to more than 1,000.",neutral,0,0.7385798096656799
00102,2020,04,2020-04,BBC News TV,and a tiger - at a zoo in new york - has tested positive for covid-19.,neutral,0,0.7345951199531555
00103,2020,04,2020-04,BBC News TV,it’s thought the four-year-old animal contracted the virus from a keeper but she’s expected to recover.,neutral,0,0.6830398440361023
00104,2020,04,2020-04,BBC News TV,the man charged with leading the country’s response to this virus is experiencing the unpleasant reality of it.,negative,-1,0.8677294850349426
00105,2020,04,2020-04,BBC News TV,it was a week last friday that we heard the prime minister had coronavirus.,neutral,0,0.6152634024620056
00106,2020,04,2020-04,BBC News TV,"hi, folks, i want to bring you up to speed with something that’s happening today, which is that i have developed mild of the coronavirus, that’s to say a temperature and a persistent cough.",neutral,0,0.5157771706581116
00107,2020,04,2020-04,BBC News TV,"and on the advice of the chief medical officer, i have taken a test, that has come out positive, so i am working from home.",positive,1,0.8348637223243713
00108,2020,04,2020-04,BBC News TV,"number 10 made it clear borisjohnson would continue to work this remotely from his downing street flat, and he chaired what he described as the first ever digital cabinet meeting from self-isolation.",neutral,0,0.8667714595794678
00109,2020,04,2020-04,BBC News TV,"last thursday night, he joined millions of others in expressing his gratitude to those working in the health service.",positive,1,0.9244915246963501
00110,2020,04,2020-04,BBC News TV,"although i’m feeling better and i’ve done my seven days of isolation, alas, i still have one of the symptoms, a minor symptom, i still have a temperature so in accordance with government advice, i must continue my self-isolation until that itself goes.",neutral,0,0.533840000629425
00111,2020,04,2020-04,BBC News TV,i want to express our nation’s well wishes to prime minister borisjohnson as he wages his own personal fight with the virus.,neutral,0,0.4824143052101135
00112,2020,04,2020-04,BBC News TV,"all americans are praying for him, he’s a friend of mine, he’s a great gentlemen, and a great leader, and as you know, he was brought to the hospital today.",positive,1,0.8213820457458496
00113,2020,04,2020-04,BBC News TV,"borisjohnson has spent the night not here, but in hospital.",neutral,0,0.5155690312385559
00114,2020,04,2020-04,BBC News TV,his officials are adamant he is still leading the government’s response to the pandemic.,neutral,0,0.7715091109275818
00115,2020,04,2020-04,BBC News TV,"but this virus is crippling the economy, robbing us of our usual liberties and straining the personal capacity of the prime minister to respond to it on our behalf.",negative,-1,0.9236724972724915
00116,2020,04,2020-04,BBC News TV,it must be hard for boris to it must be hard for boris johnson to it must be hard for boris johnson to the it must be hard for borisjohnson to run the government from his hospital the government from his hospital bed.,negative,-1,0.6454959511756897
00117,2020,04,2020-04,BBC News TV,"we will talk to a professor in a moment, from the university of east anglia about boris johnson’s persistent symptoms.",neutral,0,0.8541399836540222
00118,2020,04,2020-04,BBC News TV,"anybody who has had a coronavirus, anybody who has had a coronavims, peopla talked anybody who has had a coronavirus, people talked about being wiped out, potentially that could be what is happening with the prime minister.",negative,-1,0.5292522311210632
00119,2020,04,2020-04,BBC News TV,scotland’s chief medical officer has resigned after being caught visiting her second home - in breach of her own social distancing guidance.,negative,-1,0.8252922296524048
00120,2020,04,2020-04,BBC News TV,this is a vital update about coronavirus.,neutral,0,0.5442329049110413
00121,2020,04,2020-04,BBC News TV,"to help save lives, stay at home.",positive,1,0.4815748333930969
00122,2020,04,2020-04,BBC News TV,catherine calderwood will no longer front the public campaign against coronavirus.,negative,-1,0.4990827143192291
00123,2020,04,2020-04,BBC News TV,"she initially apologised, then resigned, saying during an uncomfortable media briefing yesterday, scotland’s first minister stood by her chief medical officer.",neutral,0,0.7448393702507019
00124,2020,04,2020-04,BBC News TV,police scotland say that they have spoken to her and emphasised that the stay-at-home rules apply to everyone.,neutral,0,0.8338279724121094
00125,2020,04,2020-04,BBC News TV,"and as we enter a third week of lockdown, which has been observed by most, calderwood will step back.",neutral,0,0.8825922012329102
00126,2020,04,2020-04,BBC News TV,it was clear yesterday she couldn’t continue to be the face of the public health advice campaign.,negative,-1,0.7058542370796204
00127,2020,04,2020-04,BBC News TV,at this point in time the normal rules of politics or news management couldn’t be further from my mind.,negative,-1,0.5078389048576355
00128,2020,04,2020-04,BBC News TV,i will boris johnson funding is from hospital?,neutral,0,0.8759514093399048
00129,2020,04,2020-04,BBC News TV,hospital?,neutral,0,0.7080919742584229
00130,2020,04,2020-04,BBC News TV,the question is how long is mrjohnson is likely to be in hospital.,neutral,0,0.7427452802658081
00131,2020,04,2020-04,BBC News TV,today he is in hospital having the test.,neutral,0,0.6083912253379822
00132,2020,04,2020-04,BBC News TV,"and as i say, i hope, we all do, that he has a speedy recovery and he gets back to number 10 and can take charge in the way that he would want to as soon as possible.",positive,1,0.7947019338607788
00133,2020,04,2020-04,BBC News TV,i suspect that indicates how hard-hit he has been by this virus.,negative,-1,0.8264121413230896
00134,2020,04,2020-04,BBC News TV,it means if it he has been by this virus.,negative,-1,0.5823506712913513
00135,2020,04,2020-04,BBC News TV,"but you could see a more prominent role, i guess, for michael gove and matt hancock who already have been pretty central to our response to coronavirus because we are facing huge decisions day by day in terms of the severity of the lockdown and in terms of our broader strategy about how we emerge from this.",neutral,0,0.7499663233757019
00136,2020,04,2020-04,BBC News TV,"if his are actually getting worse than getting better, then, the sorts of things that would be happening in hospital, he would be having chest x-rays, possibly ’ he would be having chest x-rays, possibly scans of his lungs, a range of blood tests, and people range of blood tests, and peoplo would range of blood tests, and people would be monitoring his vital observations, his pulse and breathing rate and also quite likely what is called the oxygen saturation what is rallad the oxygen saturation which is what is called the oxygen saturation which is a marker of how well the lungs are functioning in terms of getting oxygen into your blood.",negative,-1,0.577562153339386
00137,2020,04,2020-04,BBC News TV,"even when you talk to people who even when you talk to peopla who have even when you talk to people who have had it or believe they have had it all people who have tested positive for it, even when they get over the most high-profile over the most high-profit; like over the most high-profile like fever or persistent cough, actually, the effect on the body because your immune system has had to fight this, you are knackered.",neutral,0,0.5987410545349121
00138,2020,04,2020-04,BBC News TV,people can be under the weather for people ran be under the weather for days if not people can be under the weather for days if not weeks after recovery from this infection.,negative,-1,0.6111553311347961
00139,2020,04,2020-04,BBC News TV,in the next few minutes we will talk to the sister of a nurse who died after testing positive for covid-19.,neutral,0,0.6107358336448669
00140,2020,04,2020-04,BBC News TV,these are the first statistics which give a picture of the potential consequences of social distancing for abuse victims.,neutral,0,0.4896918833255768
00141,2020,04,2020-04,BBC News TV,you must stay at home.,neutral,0,0.7053650617599487
00142,2020,04,2020-04,BBC News TV,"it’s been getting worse since the lockdown, as well.",negative,-1,0.918631374835968
00143,2020,04,2020-04,BBC News TV,new figures seen by the give a picture of the potential consequence of lockdown for victims.,neutral,0,0.7145001888275146
00144,2020,04,2020-04,BBC News TV,but charities and campaigners have expressed concern that those in violent relationships could be at serious risk as the lockdown continues.,negative,-1,0.8034183382987976
00145,2020,04,2020-04,BBC News TV,we have an epidemic in the with a pandemic on top.,negative,-1,0.8718118071556091
00146,2020,04,2020-04,BBC News TV,"last year, areema nasreen fulfilled a lifelong ambition of graduating from university to become a fully-qualified nurse at walsall manor hospital.",positive,1,0.6304784417152405
00147,2020,04,2020-04,BBC News TV,"yesterday, the health secretary said three nurses have died so far duing this coronavirus outbreak.",negative,-1,0.8875656723976135
00148,2020,04,2020-04,BBC News TV,"if you are to be ill and go to the hospital, she was with them all night.",neutral,0,0.6073997616767883
00149,2020,04,2020-04,BBC News TV,"and when she found out this was all happening, the shortage of staff, she booked bank shift at walsall manor hospital.",neutral,0,0.5236896872520447
00150,2020,04,2020-04,BBC News TV,"her time at walsall manor hospital, she applied for the housekeeping job, she applied through the newspaper.",neutral,0,0.8779550194740295
00151,2020,04,2020-04,BBC News TV,"last april, when she graduated, she said, thank you to walsall manor hospital for believing in me.",positive,1,0.8232362866401672
00152,2020,04,2020-04,BBC News TV,the hospital has been come tme.,neutral,0,0.7460927367210388
00153,2020,04,2020-04,BBC News TV,"the hospital has been amazing throughout her my the hospital has been amazing throughout herjourney, myjourney, and the support that we have had.",positive,1,0.985852837562561
00154,2020,04,2020-04,BBC News TV,"the hospital, they believed in her.",neutral,0,0.5553381443023682
00155,2020,04,2020-04,BBC News TV,"one of the very few people you have to be around and she would be full of positive vibes, always motivating everybody.",positive,1,0.9378295540809631
00156,2020,04,2020-04,BBC News TV,"i wonder if the grieving process has been even more difficult because family and friends are not able to come together for obvious reasons, full social distancing reasons.",negative,-1,0.9408174753189087
00157,2020,04,2020-04,BBC News TV,"this can i say thank you to walsall this ran i say thank you to walsall manor this can i say thank you to walsall manor hospital, the support we are still getting from them is truly still getting from them is amazing, still getting from them is truly amazing, from the managers.",positive,1,0.9805333614349365
00158,2020,04,2020-04,BBC News TV,"the queen has given a message of reassurance to britain and the commonwealth, urging people to remain united and resolute in the face of the coronavirus pandemic.",positive,1,0.5991352796554565
00159,2020,04,2020-04,BBC News TV,"in a rare televised address from windsor castle, she paid tribute to the and key workers and urged people to take comfort in the fact that better days would return.",positive,1,0.9019785523414612
00160,2020,04,2020-04,BBC News TV,"but we needed to have unity in our separation, we need to have unity and come together to stay apart to stop this virus from spreading.",neutral,0,0.587867259979248
00161,2020,04,2020-04,BBC News TV,it was a positive message.,positive,1,0.8518396615982056
00162,2020,04,2020-04,BBC News TV,a lot of people are finding social lot of peopla are finding social distancing lot of people are finding social distancing hard.,negative,-1,0.6834887266159058
00163,2020,04,2020-04,BBC News TV,"she didn’t talk about the battle against coronavirus and fighting it, against coronavims and fighting it, instead against coronavirus and fighting it, instead she spoke about calm and instead she spoke about and disciplined, instead she spoke about calm and disciplined, quiet, good resolve.",neutral,0,0.6385002136230469
00164,2020,04,2020-04,BBC News TV,"i agree she was positive in her message, like i said ending with ""we will meet again"".",positive,1,0.901573121547699
00165,2020,04,2020-04,BBC News TV,"her son, who is also over 70, just recovered from coronavirus",positive,1,0.5149685144424438
00166,2020,04,2020-04,BBC News TV,so i felt she was speaking as a human being experiencing the same difficulties as we are so it was a positive and uplifting message for the whole country to take on board.,positive,1,0.8869287967681885
00167,2020,04,2020-04,BBC News TV,a tiger at a zoo in new york has tested positive for the coronavirus.,neutral,0,0.6962009072303772
00168,2020,04,2020-04,BBC News TV,"the four-year-old female, named nadia, is thought to have contracted the virus from a keeper at the bronx zoo, who didn’t have any symptoms.",negative,-1,0.539337158203125
00169,2020,04,2020-04,BBC News TV,it’s believed to be the first known case of an animal infected by a human with covid-19.,neutral,0,0.7063002586364746
00170,2020,04,2020-04,BBC News TV,"the headlines: the prime minister has spent the night in hospital, ten days after being diagnosed with coronavirus.",negative,-1,0.5712730288505554
00171,2020,04,2020-04,BBC News TV,scotland’s chief medical officer resigns after making two trips to her second home during the lockdown.,negative,-1,0.5852435827255249
00172,2020,04,2020-04,BBC News TV,domestic violence charity refuge says the national domestic abuse helpline has seen a 25% increase in cells and online requests for help since the lockdown began.,neutral,0,0.6816884875297546
00173,2020,04,2020-04,BBC News TV,she says the will suceed in its fight against the coronavirus.,neutral,0,0.6020750999450684
